시점,어린이집,지역별
2011.02,1163.25,전남
2011.03,1165.50,전남
2011.04,1167.75,전남
2011.05,1170.00,전남
2011.06,1172.25,전남
2011.07,1174.50,전남
2011.08,1176.75,전남
2011.09,1179.00,전남
2011.10,1181.25,전남
2011.11,1183.50,전남
2011.12,1185.75,전남
2012.01,1188.00,전남
2012.02,1190.83,전남
2012.03,1193.67,전남
2012.04,1196.50,전남
2012.05,1199.33,전남
2012.06,1202.17,전남
2012.07,1205.00,전남
2012.08,1207.83,전남
2012.09,1210.67,전남
2012.10,1213.50,전남
2012.11,1216.33,전남
2012.12,1219.17,전남
2013.01,1222.00,전남
2013.02,1223.67,전남
2013.03,1225.33,전남
2013.04,1227.00,전남
2013.05,1228.67,전남
2013.06,1230.33,전남
2013.07,1232.00,전남
2013.08,1233.67,전남
2013.09,1235.33,전남
2013.10,1237.00,전남
2013.11,1238.67,전남
2013.12,1240.33,전남
2014.01,1242.00,전남
2014.02,1241.67,전남
2014.03,1241.33,전남
2014.04,1241.00,전남
2014.05,1240.67,전남
2014.06,1240.33,전남
2014.07,1240.00,전남
2014.08,1239.67,전남
2014.09,1239.33,전남
2014.10,1239.00,전남
2014.11,1238.67,전남
2014.12,1238.33,전남
2015.01,1238.00,전남
2015.02,1239.08,전남
2015.03,1240.17,전남
2015.04,1241.25,전남
2015.05,1242.33,전남
2015.06,1243.42,전남
2015.07,1244.50,전남
2015.08,1245.58,전남
2015.09,1246.67,전남
2015.10,1247.75,전남
2015.11,1248.83,전남
2015.12,1249.92,전남
2016.01,1251.00,전남
2016.02,1250.17,전남
2016.03,1249.33,전남
2016.04,1248.50,전남
2016.05,1247.67,전남
2016.06,1246.83,전남
2016.07,1246.00,전남
2016.08,1245.17,전남
2016.09,1244.33,전남
2016.10,1243.50,전남
2016.11,1242.67,전남
2016.12,1241.83,전남
2017.01,1241.00,전남
2017.02,1238.00,전남
2017.03,1235.00,전남
2017.04,1232.00,전남
2017.05,1229.00,전남
2017.06,1226.00,전남
2017.07,1223.00,전남
2017.08,1220.00,전남
2017.09,1217.00,전남
2017.10,1214.00,전남
2017.11,1211.00,전남
2017.12,1208.00,전남
2018.01,1205.00,전남
2018.02,1200.17,전남
2018.03,1195.33,전남
2018.04,1190.50,전남
2018.05,1185.67,전남
2018.06,1180.83,전남
2018.07,1176.00,전남
2018.08,1171.17,전남
2018.09,1166.33,전남
2018.10,1161.50,전남
2018.11,1156.67,전남
2018.12,1151.83,전남
2019.01,1147.00,전남
2019.02,1141.75,전남
2019.03,1136.50,전남
2019.04,1131.25,전남
2019.05,1126.00,전남
2019.06,1120.75,전남
2019.07,1115.50,전남
2019.08,1110.25,전남
2019.09,1105.00,전남
2019.10,1099.75,전남
2019.11,1094.50,전남
2019.12,1089.25,전남
2020.01,1084.00,전남
2020.02,1081.25,전남
2020.03,1078.50,전남
2020.04,1075.75,전남
2020.05,1073.00,전남
2020.06,1070.25,전남
2020.07,1067.50,전남
2020.08,1064.75,전남
2020.09,1062.00,전남
2020.10,1059.25,전남
2020.11,1056.50,전남
2020.12,1053.75,전남
2021.01,1051.00,전남
2021.02,1046.67,전남
2021.03,1042.33,전남
2021.04,1038.00,전남
2021.05,1033.67,전남
2021.06,1029.33,전남
2021.07,1025.00,전남
2021.08,1020.67,전남
2021.09,1016.33,전남
2021.10,1012.00,전남
2021.11,1007.67,전남
2021.12,1003.33,전남
2022.01,999.00,전남
2022.02,995.08,전남
2022.03,991.17,전남
2022.04,987.25,전남
2022.05,983.33,전남
2022.06,979.42,전남
2022.07,975.50,전남
2022.08,971.58,전남
2022.09,967.67,전남
2022.10,963.75,전남
2022.11,959.83,전남
2022.12,955.92,전남
2023.01,952.00,전남
2010.01,1531.00,전북
2010.02,1535.08,전북
2010.03,1539.17,전북
2010.04,1543.25,전북
2010.05,1547.33,전북
2010.06,1551.42,전북
2010.07,1555.50,전북
2010.08,1559.58,전북
2010.09,1563.67,전북
2010.10,1567.75,전북
2010.11,1571.83,전북
2010.12,1575.92,전북
2011.01,1580.00,전북
2011.02,1583.33,전북
2011.03,1586.67,전북
2011.04,1590.00,전북
2011.05,1593.33,전북
2011.06,1596.67,전북
2011.07,1600.00,전북
2011.08,1603.33,전북
2011.09,1606.67,전북
2011.10,1610.00,전북
2011.11,1613.33,전북
2011.12,1616.67,전북
2012.01,1620.00,전북
2012.02,1622.25,전북
2012.03,1624.50,전북
2012.04,1626.75,전북
2012.05,1629.00,전북
2012.06,1631.25,전북
2012.07,1633.50,전북
2012.08,1635.75,전북
2012.09,1638.00,전북
2012.10,1640.25,전북
2012.11,1642.50,전북
2012.12,1644.75,전북
2013.01,1647.00,전북
2013.02,1647.58,전북
2013.03,1648.17,전북
2013.04,1648.75,전북
2013.05,1649.33,전북
2013.06,1649.92,전북
2013.07,1650.50,전북
2013.08,1651.08,전북
2013.09,1651.67,전북
2013.10,1652.25,전북
2013.11,1652.83,전북
2013.12,1653.42,전북
2014.01,1654.00,전북
2014.02,1651.42,전북
2014.03,1648.83,전북
2014.04,1646.25,전북
2014.05,1643.67,전북
2014.06,1641.08,전북
2014.07,1638.50,전북
2014.08,1635.92,전북
2014.09,1633.33,전북
2014.10,1630.75,전북
2014.11,1628.17,전북
2014.12,1625.58,전북
2015.01,1623.00,전북
2015.02,1617.92,전북
2015.03,1612.83,전북
2015.04,1607.75,전북
2015.05,1602.67,전북
2015.06,1597.58,전북
2015.07,1592.50,전북
2015.08,1587.42,전북
2015.09,1582.33,전북
2015.10,1577.25,전북
2015.11,1572.17,전북
2015.12,1567.08,전북
2016.01,1562.00,전북
2016.02,1556.58,전북
2016.03,1551.17,전북
2016.04,1545.75,전북
2016.05,1540.33,전북
2016.06,1534.92,전북
2016.07,1529.50,전북
2016.08,1524.08,전북
2016.09,1518.67,전북
2016.10,1513.25,전북
2016.11,1507.83,전북
2016.12,1502.42,전북
2017.01,1497.00,전북
2017.02,1488.67,전북
2017.03,1480.33,전북
2017.04,1472.00,전북
2017.05,1463.67,전북
2017.06,1455.33,전북
2017.07,1447.00,전북
2017.08,1438.67,전북
2017.09,1430.33,전북
2017.10,1422.00,전북
2017.11,1413.67,전북
2017.12,1405.33,전북
2018.01,1397.00,전북
2018.02,1387.92,전북
2018.03,1378.83,전북
2018.04,1369.75,전북
2018.05,1360.67,전북
2018.06,1351.58,전북
2018.07,1342.50,전북
2018.08,1333.42,전북
2018.09,1324.33,전북
2018.10,1315.25,전북
2018.11,1306.17,전북
2018.12,1297.08,전북
2019.01,1288.00,전북
2019.02,1280.25,전북
2019.03,1272.50,전북
2019.04,1264.75,전북
2019.05,1257.00,전북
2019.06,1249.25,전북
2019.07,1241.50,전북
2019.08,1233.75,전북
2019.09,1226.00,전북
2019.10,1218.25,전북
2019.11,1210.50,전북
2019.12,1202.75,전북
2020.01,1195.00,전북
2020.02,1188.33,전북
2020.03,1181.67,전북
2020.04,1175.00,전북
2020.05,1168.33,전북
2020.06,1161.67,전북
2020.07,1155.00,전북
2020.08,1148.33,전북
2020.09,1141.67,전북
2020.10,1135.00,전북
2020.11,1128.33,전북
2020.12,1121.67,전북
2021.01,1115.00,전북
2021.02,1107.42,전북
2021.03,1099.83,전북
2021.04,1092.25,전북
2021.05,1084.67,전북
2021.06,1077.08,전북
2021.07,1069.50,전북
2021.08,1061.92,전북
2021.09,1054.33,전북
2021.10,1046.75,전북
2021.11,1039.17,전북
2021.12,1031.58,전북
2022.01,1024.00,전북
2022.02,1017.33,전북
2022.03,1010.67,전북
2022.04,1004.00,전북
2022.05,997.33,전북
2022.06,990.67,전북
2022.07,984.00,전북
2022.08,977.33,전북
2022.09,970.67,전북
2022.10,964.00,전북
2022.11,957.33,전북
2022.12,950.67,전북
2023.01,944.00,전북
2010.01,525.00,제주
2010.02,527.25,제주
2010.03,529.50,제주
2010.04,531.75,제주
2010.05,534.00,제주
2010.06,536.25,제주
2010.07,538.50,제주
2010.08,540.75,제주
2010.09,543.00,제주
2010.10,545.25,제주
2010.11,547.50,제주
2010.12,549.75,제주
2011.01,552.00,제주
2011.02,554.67,제주
2011.03,557.33,제주
2011.04,560.00,제주
2011.05,562.67,제주
2011.06,565.33,제주
2011.07,568.00,제주
2011.08,570.67,제주
2011.09,573.33,제주
2011.10,576.00,제주
2011.11,578.67,제주
2011.12,581.33,제주
2012.01,584.00,제주
2012.02,585.67,제주
2012.03,587.33,제주
2012.04,589.00,제주
2012.05,590.67,제주
2012.06,592.33,제주
2012.07,594.00,제주
2012.08,595.67,제주
2012.09,597.33,제주
2012.10,599.00,제주
2012.11,600.67,제주
2012.12,602.33,제주
2013.01,604.00,제주
2013.02,603.58,제주
2013.03,603.17,제주
2013.04,602.75,제주
2013.05,602.33,제주
2013.06,601.92,제주
2013.07,601.50,제주
2013.08,601.08,제주
2013.09,600.67,제주
2013.10,600.25,제주
2013.11,599.83,제주
2013.12,599.42,제주
2014.01,599.00,제주
2014.02,596.92,제주
2014.03,594.83,제주
2014.04,592.75,제주
2014.05,590.67,제주
2014.06,588.58,제주
2014.07,586.50,제주
2014.08,584.42,제주
2014.09,582.33,제주
2014.10,580.25,제주
2014.11,578.17,제주
2014.12,576.08,제주
2015.01,574.00,제주
2015.02,571.42,제주
2015.03,568.83,제주
2015.04,566.25,제주
2015.05,563.67,제주
2015.06,561.08,제주
2015.07,558.50,제주
2015.08,555.92,제주
2015.09,553.33,제주
2015.10,550.75,제주
2015.11,548.17,제주
2015.12,545.58,제주
2016.01,543.00,제주
2016.02,541.67,제주
2016.03,540.33,제주
2016.04,539.00,제주
2016.05,537.67,제주
2016.06,536.33,제주
2016.07,535.00,제주
2016.08,533.67,제주
2016.09,532.33,제주
2016.10,531.00,제주
2016.11,529.67,제주
2016.12,528.33,제주
2017.01,527.00,제주
2017.02,525.83,제주
2017.03,524.67,제주
2017.04,523.50,제주
2017.05,522.33,제주
2017.06,521.17,제주
2017.07,520.00,제주
2017.08,518.83,제주
2017.09,517.67,제주
2017.10,516.50,제주
2017.11,515.33,제주
2017.12,514.17,제주
2018.01,513.00,제주
2018.02,512.25,제주
2018.03,511.50,제주
2018.04,510.75,제주
2018.05,510.00,제주
2018.06,509.25,제주
2018.07,508.50,제주
2018.08,507.75,제주
2018.09,507.00,제주
2018.10,506.25,제주
2018.11,505.50,제주
2018.12,504.75,제주
2019.01,504.00,제주
2019.02,502.75,제주
2019.03,501.50,제주
2019.04,500.25,제주
2019.05,499.00,제주
2019.06,497.75,제주
2019.07,496.50,제주
2019.08,495.25,제주
2019.09,494.00,제주
2019.10,492.75,제주
2019.11,491.50,제주
2019.12,490.25,제주
2020.01,489.00,제주
2020.02,487.92,제주
2020.03,486.83,제주
2020.04,485.75,제주
2020.05,484.67,제주
2020.06,483.58,제주
2020.07,482.50,제주
2020.08,481.42,제주
2020.09,480.33,제주
2020.10,479.25,제주
2020.11,478.17,제주
2020.12,477.08,제주
2021.01,476.00,제주
2021.02,473.92,제주
2021.03,471.83,제주
2021.04,469.75,제주
2021.05,467.67,제주
2021.06,465.58,제주
2021.07,463.50,제주
2021.08,461.42,제주
2021.09,459.33,제주
2021.10,457.25,제주
2021.11,455.17,제주
2021.12,453.08,제주
2022.01,451.00,제주
2022.02,448.67,제주
2022.03,446.33,제주
2022.04,444.00,제주
2022.05,441.67,제주
2022.06,439.33,제주
2022.07,437.00,제주
2022.08,434.67,제주
2022.09,432.33,제주
2022.10,430.00,제주
2022.11,427.67,제주
2022.12,425.33,제주
2023.01,423.00,제주
2010.01,1687.00,충남
2010.02,1701.17,충남
2010.03,1715.33,충남
2010.04,1729.50,충남
2010.05,1743.67,충남
2010.06,1757.83,충남
2010.07,1772.00,충남
2010.08,1786.17,충남
2010.09,1800.33,충남
2010.10,1814.50,충남
2010.11,1828.67,충남
2010.12,1842.83,충남
2011.01,1857.00,충남
2011.02,1868.17,충남
2011.03,1879.33,충남
2011.04,1890.50,충남
2011.05,1901.67,충남
2011.06,1912.83,충남
2011.07,1924.00,충남
2011.08,1935.17,충남
2011.09,1946.33,충남
2011.10,1957.50,충남
2011.11,1968.67,충남
2011.12,1979.83,충남
2012.01,1991.00,충남
2012.02,1998.67,충남
2012.03,2006.33,충남
2012.04,2014.00,충남
2012.05,2021.67,충남
2012.06,2029.33,충남
2012.07,2037.00,충남
2012.08,2044.67,충남
2012.09,2052.33,충남
2012.10,2060.00,충남
2012.11,2067.67,충남
2012.12,2075.33,충남
2013.01,2083.00,충남
2013.02,2080.50,충남
2013.03,2078.00,충남
2013.04,2075.50,충남
2013.05,2073.00,충남
2013.06,2070.50,충남
2013.07,2068.00,충남
2013.08,2065.50,충남
2013.09,2063.00,충남
2013.10,2060.50,충남
2013.11,2058.00,충남
2013.12,2055.50,충남
2014.01,2053.00,충남
2014.02,2047.58,충남
2014.03,2042.17,충남
2014.04,2036.75,충남
2014.05,2031.33,충남
2014.06,2025.92,충남
2014.07,2020.50,충남
2014.08,2015.08,충남
2014.09,2009.67,충남
2014.10,2004.25,충남
2014.11,1998.83,충남
2014.12,1993.42,충남
2015.01,1988.00,충남
2015.02,1986.83,충남
2015.03,1985.67,충남
2015.04,1984.50,충남
2015.05,1983.33,충남
2015.06,1982.17,충남
2015.07,1981.00,충남
2015.08,1979.83,충남
2015.09,1978.67,충남
2015.10,1977.50,충남
2015.11,1976.33,충남
2015.12,1975.17,충남
2016.01,1974.00,충남
2016.02,1972.42,충남
2016.03,1970.83,충남
2016.04,1969.25,충남
2016.05,1967.67,충남
2016.06,1966.08,충남
2016.07,1964.50,충남
2016.08,1962.92,충남
2016.09,1961.33,충남
2016.10,1959.75,충남
2016.11,1958.17,충남
2016.12,1956.58,충남
2017.01,1955.00,충남
2017.02,1951.75,충남
2017.03,1948.50,충남
2017.04,1945.25,충남
2017.05,1942.00,충남
2017.06,1938.75,충남
2017.07,1935.50,충남
2017.08,1932.25,충남
2017.09,1929.00,충남
2017.10,1925.75,충남
2017.11,1922.50,충남
2017.12,1919.25,충남
2018.01,1916.00,충남
2018.02,1907.33,충남
2018.03,1898.67,충남
2018.04,1890.00,충남
2018.05,1881.33,충남
2018.06,1872.67,충남
2018.07,1864.00,충남
2018.08,1855.33,충남
2018.09,1846.67,충남
2018.10,1838.00,충남
2018.11,1829.33,충남
2018.12,1820.67,충남
2019.01,1812.00,충남
2019.02,1804.08,충남
2019.03,1796.17,충남
2019.04,1788.25,충남
2019.05,1780.33,충남
2019.06,1772.42,충남
2019.07,1764.50,충남
2019.08,1756.58,충남
2019.09,1748.67,충남
2019.10,1740.75,충남
2019.11,1732.83,충남
2019.12,1724.92,충남
2020.01,1717.00,충남
2020.02,1709.33,충남
2020.03,1701.67,충남
2020.04,1694.00,충남
2020.05,1686.33,충남
2020.06,1678.67,충남
2020.07,1671.00,충남
2020.08,1663.33,충남
2020.09,1655.67,충남
2020.10,1648.00,충남
2020.11,1640.33,충남
2020.12,1632.67,충남
2021.01,1625.00,충남
2021.02,1615.92,충남
2021.03,1606.83,충남
2021.04,1597.75,충남
2021.05,1588.67,충남
2021.06,1579.58,충남
2021.07,1570.50,충남
2021.08,1561.42,충남
2021.09,1552.33,충남
2021.10,1543.25,충남
2021.11,1534.17,충남
2021.12,1525.08,충남
2022.01,1516.00,충남
2022.02,1508.08,충남
2022.03,1500.17,충남
2022.04,1492.25,충남
2022.05,1484.33,충남
2022.06,1476.42,충남
2022.07,1468.50,충남
2022.08,1460.58,충남
2022.09,1452.67,충남
2022.10,1444.75,충남
2022.11,1436.83,충남
2022.12,1428.92,충남
2023.01,1421.00,충남
2010.01,1112.00,충북
2010.02,1113.75,충북
2010.03,1115.50,충북
2010.04,1117.25,충북
2010.05,1119.00,충북
2010.06,1120.75,충북
2010.07,1122.50,충북
2010.08,1124.25,충북
2010.09,1126.00,충북
2010.10,1127.75,충북
2010.11,1129.50,충북
2010.12,1131.25,충북
2011.01,1133.00,충북
2011.02,1136.83,충북
2011.03,1140.67,충북
2011.04,1144.50,충북
2011.05,1148.33,충북
2011.06,1152.17,충북
2011.07,1156.00,충북
2011.08,1159.83,충북
2011.09,1163.67,충북
2011.10,1167.50,충북
2011.11,1171.33,충북
2011.12,1175.17,충북
2012.01,1179.00,충북
2012.02,1181.75,충북
2012.03,1184.50,충북
2012.04,1187.25,충북
2012.05,1190.00,충북
2012.06,1192.75,충북
2012.07,1195.50,충북
2012.08,1198.25,충북
2012.09,1201.00,충북
2012.10,1203.75,충북
2012.11,1206.50,충북
2012.12,1209.25,충북
2013.01,1212.00,충북
2013.02,1213.42,충북
2013.03,1214.83,충북
2013.04,1216.25,충북
2013.05,1217.67,충북
2013.06,1219.08,충북
2013.07,1220.50,충북
2013.08,1221.92,충북
2013.09,1223.33,충북
2013.10,1224.75,충북
2013.11,1226.17,충북
2013.12,1227.58,충북
2014.01,1229.00,충북
2014.02,1229.08,충북
2014.03,1229.17,충북
2014.04,1229.25,충북
2014.05,1229.33,충북
2014.06,1229.42,충북
2014.07,1229.50,충북
2014.08,1229.58,충북
2014.09,1229.67,충북
2014.10,1229.75,충북
2014.11,1229.83,충북
2014.12,1229.92,충북
2015.01,1230.00,충북
2015.02,1228.17,충북
2015.03,1226.33,충북
2015.04,1224.50,충북
2015.05,1222.67,충북
2015.06,1220.83,충북
2015.07,1219.00,충북
2015.08,1217.17,충북
2015.09,1215.33,충북
2015.10,1213.50,충북
2015.11,1211.67,충북
2015.12,1209.83,충북
2016.01,1208.00,충북
2016.02,1206.17,충북
2016.03,1204.33,충북
2016.04,1202.50,충북
2016.05,1200.67,충북
2016.06,1198.83,충북
2016.07,1197.00,충북
2016.08,1195.17,충북
2016.09,1193.33,충북
2016.10,1191.50,충북
2016.11,1189.67,충북
2016.12,1187.83,충북
2017.01,1186.00,충북
2017.02,1183.58,충북
2017.03,1181.17,충북
2017.04,1178.75,충북
2017.05,1176.33,충북
2017.06,1173.92,충북
2017.07,1171.50,충북
2017.08,1169.08,충북
2017.09,1166.67,충북
2017.10,1164.25,충북
2017.11,1161.83,충북
2017.12,1159.42,충북
2018.01,1157.00,충북
2018.02,1154.75,충북
2018.03,1152.50,충북
2018.04,1150.25,충북
2018.05,1148.00,충북
2018.06,1145.75,충북
2018.07,1143.50,충북
2018.08,1141.25,충북
2018.09,1139.00,충북
2018.10,1136.75,충북
2018.11,1134.50,충북
2018.12,1132.25,충북
2019.01,1130.00,충북
2019.02,1126.00,충북
2019.03,1122.00,충북
2019.04,1118.00,충북
2019.05,1114.00,충북
2019.06,1110.00,충북
2019.07,1106.00,충북
2019.08,1102.00,충북
2019.09,1098.00,충북
2019.10,1094.00,충북
2019.11,1090.00,충북
2019.12,1086.00,충북
2020.01,1082.00,충북
2020.02,1078.67,충북
2020.03,1075.33,충북
2020.04,1072.00,충북
2020.05,1068.67,충북
2020.06,1065.33,충북
2020.07,1062.00,충북
2020.08,1058.67,충북
2020.09,1055.33,충북
2020.10,1052.00,충북
2020.11,1048.67,충북
2020.12,1045.33,충북
2021.01,1042.00,충북
2021.02,1036.17,충북
2021.03,1030.33,충북
2021.04,1024.50,충북
2021.05,1018.67,충북
2021.06,1012.83,충북
2021.07,1007.00,충북
2021.08,1001.17,충북
2021.09,995.33,충북
2021.10,989.50,충북
2021.11,983.67,충북
2021.12,977.83,충북
2022.01,972.00,충북
2022.02,967.75,충북
2022.03,963.50,충북
2022.04,959.25,충북
2022.05,955.00,충북
2022.06,950.75,충북
2022.07,946.50,충북
2022.08,942.25,충북
2022.09,938.00,충북
2022.10,933.75,충북
2022.11,929.50,충북
2022.12,925.25,충북
2023.01,921.00,충북
