시점,지역별,저출산율,고용률,학생수,사설학원수,사교육참여율,수술인원,인터넷이용률,근로시간,어린이집,이동인구수,인구밀집도,주택유형별,주택규모별,ratio
2010.09,전남,1.56,,,2893,63.767,58129,,,1152.333,,,,,
2010.09,전북,1.39,,,3918,62.333,55418,,,1563.667,185.0,,,,
2010.09,제주,1.48,,,969,69.000,14439,,,543.000,-10.0,,,,
2010.09,충남,1.49,,,2988,66.533,61422,,,1800.333,,,,,
2010.09,충북,1.42,,,2453,65.567,46919,,,1126.000,,,,,
2010.09,충청,,,,,,,,,,516.0,,,,
2010.09,충청,,,,,,,,,,1113.0,,,,
2010.10,강원,1.33,,,2470,62.450,42690,,,1131.500,498.0,,,,
2010.10,경기,1.31,,,18542,75.675,340261,,,11687.000,9823.0,,,,
2010.10,경남,1.44,,,6050,70.450,100188,,,3357.750,,,,,
2010.10,경북,1.42,,,3694,68.875,76845,,,2121.000,,,,,
2010.10,경상,,,,,,,,,,111.0,,,,
2010.10,경상,,,,,,,,,,111.0,,,,
2010.10,광주,1.23,,,2330,73.150,40696,,,1201.750,840.0,,,,
2010.10,대구,1.14,,,3787,75.150,66710,,,1556.750,-766.0,,,,
2010.10,대전,1.25,,,2180,73.750,41320,,,1583.000,189.0,,,,
2010.10,부산,1.07,,,4984,70.450,110119,,,1727.250,-721.0,,,,
2010.10,서울,1.01,,,13400,77.125,279242,,,6046.250,-10468.0,,,,
2010.10,세종,0.00,,,,,,,,,0.0,,,,
2010.10,울산,1.39,,,2608,72.600,37213,,,802.000,115.0,,,,
2010.10,인천,1.23,,,2854,70.525,80026,,,1962.750,-188.0,,,,
2010.10,전남,1.56,,,2892,63.500,58138,,,1154.500,,,,,
2010.10,전북,1.40,,,3928,61.975,55310,,,1567.750,-255.0,,,,
2010.10,제주,1.48,,,966,68.875,14408,,,545.250,-37.0,,,,
2010.10,충남,1.49,,,2977,66.575,61296,,,1814.500,,,,,
2010.10,충북,1.42,,,2448,65.400,46900,,,1127.750,,,,,
2010.10,충청,,,,,,,,,,738.0,,,,
2010.10,충청,,,,,,,,,,1256.0,,,,
2010.11,강원,1.33,,,2471,62.000,42578,,,1136.667,540.0,,,,
2010.11,경기,1.31,,,18586,75.583,339538,,,11733.000,11967.0,,,,
2010.11,경남,1.44,,,6024,70.100,100023,,,3371.500,,,,,
2010.11,경북,1.42,,,3708,68.750,76841,,,2134.667,,,,,
2010.11,경상,,,,,,,,,,389.0,,,,
2010.11,경상,,,,,,,,,,389.0,,,,
2010.11,광주,1.23,,,2314,73.000,40640,,,1202.833,566.0,,,,
2010.11,대구,1.14,,,3773,74.900,66396,,,1558.167,-1000.0,,,,
2010.11,대전,1.25,,,2176,73.567,41174,,,1588.333,415.0,,,,
2010.11,부산,1.07,,,4998,70.200,109980,,,1731.500,-2862.0,,,,
2010.11,서울,1.01,,,13426,77.083,278147,,,6065.833,-14197.0,,,,
2010.11,세종,0.00,,,,,,,,,0.0,,,,
2010.11,울산,1.39,,,2605,72.500,37096,,,807.333,251.0,,,,
2010.11,인천,1.23,,,2846,70.350,79830,,,1974.500,197.0,,,,
2010.11,전남,1.56,,,2892,63.233,58147,,,1156.667,,,,,
2010.11,전북,1.40,,,3937,61.617,55202,,,1571.833,110.0,,,,
2010.11,제주,1.48,,,963,68.750,14377,,,547.500,152.0,,,,
2010.11,충남,1.49,,,2966,66.617,61170,,,1828.667,,,,,
2010.11,충북,1.42,,,2444,65.233,46881,,,1129.500,,,,,
2010.11,충청,,,,,,,,,,1113.0,,,,
2010.11,충청,,,,,,,,,,1779.0,,,,
2010.12,강원,1.34,,,2472,61.550,42467,,,1141.833,-161.0,,,,
2010.12,경기,1.31,,,18630,75.492,338816,,,11779.000,13190.0,,,,
2010.12,경남,1.44,,,5997,69.750,99857,,,3385.250,,,,,
2010.12,경북,1.43,,,3721,68.625,76836,,,2148.333,,,,,
2010.12,경상,,,,,,,,,,372.0,,,,
2010.12,경상,,,,,,,,,,372.0,,,,
2010.12,광주,1.23,,,2297,72.850,40585,,,1203.917,-796.0,,,,
2010.12,대구,1.14,,,3760,74.650,66083,,,1559.583,-1668.0,,,,
2010.12,대전,1.26,,,2172,73.383,41027,,,1593.667,-602.0,,,,
2010.12,부산,1.08,,,5012,69.950,109842,,,1735.750,-3136.0,,,,
2010.12,서울,1.01,,,13451,77.042,277051,,,6085.417,-11972.0,,,,
2010.12,세종,0.00,,,,,,,,,0.0,,,,
2010.12,울산,1.39,,,2603,72.400,36979,,,812.667,380.0,,,,
2010.12,인천,1.23,,,2839,70.175,79633,,,1986.250,784.0,,,,
2010.12,전남,1.57,,,2892,62.967,58157,,,1158.833,,,,,
2010.12,전북,1.40,,,3946,61.258,55095,,,1575.917,-285.0,,,,
2010.12,제주,1.49,,,960,68.625,14346,,,549.750,-110.0,,,,
2010.12,충남,1.49,,,2955,66.658,61043,,,1842.833,,,,,
2010.12,충북,1.43,,,2440,65.067,46862,,,1131.250,,,,,
2010.12,충청,,,,,,,,,,1390.0,,,,
2010.12,충청,,,,,,,,,,1345.0,,,,
2011.01,강원,1.34,,99.250,2474,61.100,42356,,2092.8,1147.000,-1223.0,,,,
2011.01,경기,1.31,,120.170,18674,75.400,338093,,2086.8,11825.000,8220.0,,,,
2011.01,경남,1.45,,109.430,5970,69.400,99692,,2061.6,3399.000,,,,,
2011.01,경북,1.43,,100.700,3735,68.500,76832,,2029.2,2162.000,,,,,
2011.01,경상,,,,,,,,,,-84.0,,,,
2011.01,경상,,,,,,,,,,-84.0,,,,
2011.01,광주,1.23,,119.580,2281,72.700,40529,,2090.4,1205.000,961.0,,,,
2011.01,대구,1.15,,120.220,3746,74.400,65769,,2150.4,1561.000,-289.0,,,,
2011.01,대전,1.26,,115.650,2168,73.200,40880,,2076.0,1599.000,183.0,,,,
2011.01,부산,1.08,,114.050,5026,69.700,109703,,2119.2,1740.000,-1972.0,,,,
2011.01,서울,1.01,,115.030,13477,77.000,275956,,2046.0,6105.000,-4324.0,,,,
2011.01,세종,0.00,,,,,,,,,0.0,,,,
2011.01,울산,1.39,,117.550,2600,72.300,36862,,1986.0,818.000,416.0,,,,
2011.01,인천,1.23,,116.600,2831,70.000,79437,,2127.6,1998.000,1657.0,,,,
2011.01,전남,1.57,,94.920,2891,62.700,58166,,2094.0,1161.000,,,,,
2011.01,전북,1.41,,99.050,3956,60.900,54987,,2076.0,1580.000,-591.0,,,,
2011.01,제주,1.49,,115.410,957,68.500,14315,,2169.6,552.000,-40.0,,,,
2011.01,충남,1.50,,104.620,2944,66.700,60917,,2044.8,1857.000,,,,,
2011.01,충북,1.43,,106.120,2435,64.900,46843,,2046.0,1133.000,,,,,
2011.01,충청,,,,,,,,,,551.0,,,,
2011.01,충청,,,,,,,,,,129.0,,,,
2011.02,강원,1.34,,99.153,2462,61.383,42752,,2086.0,1155.083,-1159.0,,,,
2011.02,경기,1.32,,119.993,18662,75.025,337681,,2078.0,11912.000,6922.0,,,,
2011.02,경남,1.45,,109.313,5966,69.333,100507,,2055.1,3412.583,,,,,
2011.02,경북,1.44,,100.633,3732,68.425,77725,,2021.4,2170.500,,,,,
2011.02,경상,,,,,,,,,,-1274.0,,,,
2011.02,경상,,,,,,,,,,-1274.0,,,,
2011.02,광주,1.24,,119.309,2261,72.542,40746,,2079.9,1207.833,1262.0,,,,
2011.02,대구,1.15,,119.981,3729,74.483,66111,,2144.6,1562.583,-510.0,,,,
2011.02,대전,1.27,,115.395,2168,73.217,40936,,2070.5,1604.000,738.0,,,,
2011.02,부산,1.08,,113.846,5012,69.617,110714,,2110.7,1747.500,-785.0,,,,
2011.02,서울,1.02,,114.987,13495,76.708,275540,,2037.6,6141.083,-3597.0,,,,
2011.02,세종,0.00,,,,,,,,,0.0,,,,
2011.02,울산,1.40,,117.313,2595,72.183,36631,,1977.9,824.250,-295.0,,,,
2011.02,인천,1.24,,116.362,2873,69.717,79657,,2117.8,2013.250,2393.0,,,,
2011.02,전남,1.57,,94.849,2887,62.650,59169,,2085.1,1163.250,,,,,
2011.02,전북,1.41,,98.941,3960,60.992,55720,,2065.6,1583.333,-731.0,,,,
2011.02,제주,1.50,,115.243,959,68.333,14497,,2161.1,554.667,218.0,,,,
2011.02,충남,1.50,,104.536,2927,66.242,61404,,2037.2,1868.167,,,,,
2011.02,충북,1.43,,105.998,2432,64.817,47204,,2040.7,1136.833,,,,,
2011.02,충청,,,,,,,,,,696.0,,,,
2011.02,충청,,,,,,,,,,825.0,,,,
2011.03,강원,1.34,,99.057,2451,61.667,43149,,2079.2,1163.167,1898.0,,,,
2011.03,경기,1.32,,119.817,18650,74.650,337270,,2069.2,11999.000,7354.0,,,,
2011.03,경남,1.46,,109.197,5961,69.267,101322,,2048.6,3426.167,,,,,
2011.03,경북,1.44,,100.565,3728,68.350,78618,,2013.6,2179.000,,,,,
2011.03,경상,,,,,,,,,,394.0,,,,
2011.03,경상,,,,,,,,,,394.0,,,,
2011.03,광주,1.24,,119.038,2240,72.383,40964,,2069.4,1210.667,-600.0,,,,
2011.03,대구,1.16,,119.742,3712,74.567,66453,,2138.8,1564.167,-1815.0,,,,
2011.03,대전,1.27,,115.140,2168,73.233,40992,,2065.0,1609.000,104.0,,,,
2011.03,부산,1.09,,113.642,4998,69.533,111724,,2102.2,1755.000,-2361.0,,,,
2011.03,서울,1.02,,114.943,13512,76.417,275123,,2029.2,6177.167,-10861.0,,,,
2011.03,세종,0.00,,,,,,,,,0.0,,,,
2011.03,울산,1.41,,117.077,2589,72.067,36401,,1969.8,830.500,-19.0,,,,
2011.03,인천,1.24,,116.125,2916,69.433,79878,,2108.0,2028.500,2342.0,,,,
2011.03,전남,1.58,,94.778,2883,62.600,60172,,2076.2,1165.500,,,,,
2011.03,전북,1.41,,98.832,3964,61.083,56454,,2055.2,1586.667,-183.0,,,,
2011.03,제주,1.51,,115.077,961,68.167,14679,,2152.6,557.333,299.0,,,,
2011.03,충남,1.51,,104.452,2910,65.783,61891,,2029.6,1879.333,,,,,
2011.03,충북,1.44,,105.875,2428,64.733,47566,,2035.4,1140.667,,,,,
2011.03,충청,,,,,,,,,,599.0,,,,
2011.03,충청,,,,,,,,,,2897.0,,,,
2011.04,강원,1.35,,98.960,2439,61.950,43545,,2072.4,1171.250,1608.0,,,,
2011.04,경기,1.32,,119.640,18638,74.275,336858,,2060.4,12086.000,5539.0,,,,
2011.04,경남,1.46,,109.080,5956,69.200,102138,,2042.1,3439.750,,,,,
2011.04,경북,1.45,,100.498,3725,68.275,79512,,2005.8,2187.500,,,,,
2011.04,경상,,,,,,,,,,1413.0,,,,
2011.04,경상,,,,,,,,,,1413.0,,,,
2011.04,광주,1.25,,118.767,2220,72.225,41182,,2058.9,1213.500,-198.0,,,,
2011.04,대구,1.16,,119.502,3695,74.650,66796,,2133.0,1565.750,-1278.0,,,,
2011.04,대전,1.27,,114.885,2168,73.250,41048,,2059.5,1614.000,46.0,,,,
2011.04,부산,1.09,,113.438,4984,69.450,112734,,2093.7,1762.500,-2641.0,,,,
2011.04,서울,1.03,,114.900,13530,76.125,274706,,2020.8,6213.250,-10056.0,,,,
2011.04,세종,0.00,,,,,,,,,0.0,,,,
2011.04,울산,1.42,,116.840,2584,71.950,36170,,1961.7,836.750,52.0,,,,
2011.04,인천,1.25,,115.887,2958,69.150,80098,,2098.2,2043.750,2222.0,,,,
2011.04,전남,1.59,,94.707,2880,62.550,61175,,2067.3,1167.750,,,,,
2011.04,전북,1.41,,98.722,3968,61.175,57187,,2044.8,1590.000,38.0,,,,
2011.04,제주,1.51,,114.910,963,68.000,14862,,2144.1,560.000,221.0,,,,
2011.04,충남,1.51,,104.368,2892,65.325,62378,,2022.0,1890.500,,,,,
2011.04,충북,1.44,,105.752,2424,64.650,47927,,2030.1,1144.500,,,,,
2011.04,충청,,,,,,,,,,958.0,,,,
2011.04,충청,,,,,,,,,,1907.0,,,,
2011.05,강원,1.35,,98.863,2428,62.233,43941,,2065.6,1179.333,-5.0,,,,
2011.05,경기,1.33,,119.463,18626,73.900,336446,,2051.6,12173.000,6272.0,,,,
2011.05,경남,1.46,,108.963,5952,69.133,102953,,2035.6,3453.333,,,,,
2011.05,경북,1.45,,100.430,3722,68.200,80405,,1998.0,2196.000,,,,,
2011.05,경상,,,,,,,,,,-111.0,,,,
2011.05,경상,,,,,,,,,,-111.0,,,,
2011.05,광주,1.25,,118.497,2200,72.067,41399,,2048.4,1216.333,170.0,,,,
2011.05,대구,1.17,,119.263,3678,74.733,67138,,2127.2,1567.333,-807.0,,,,
2011.05,대전,1.28,,114.630,2168,73.267,41105,,2054.0,1619.000,502.0,,,,
2011.05,부산,1.10,,113.233,4970,69.367,113745,,2085.2,1770.000,-836.0,,,,
2011.05,서울,1.03,,114.857,13547,75.833,274290,,2012.4,6249.333,-10320.0,,,,
2011.05,세종,0.00,,,,,,,,,0.0,,,,
2011.05,울산,1.42,,116.603,2578,71.833,35940,,1953.6,843.000,-89.0,,,,
2011.05,인천,1.25,,115.650,3000,68.867,80318,,2088.4,2059.000,2091.0,,,,
2011.05,전남,1.59,,94.637,2876,62.500,62178,,2058.4,1170.000,,,,,
2011.05,전북,1.42,,98.613,3972,61.267,57921,,2034.4,1593.333,294.0,,,,
2011.05,제주,1.52,,114.743,965,67.833,15044,,2135.6,562.667,303.0,,,,
2011.05,충남,1.52,,104.283,2875,64.867,62865,,2014.4,1901.667,,,,,
2011.05,충북,1.45,,105.630,2421,64.567,48289,,2024.8,1148.333,,,,,
2011.05,충청,,,,,,,,,,612.0,,,,
2011.05,충청,,,,,,,,,,1873.0,,,,
2011.06,강원,1.35,,98.767,2416,62.517,44338,,2058.8,1187.417,74.0,,,,
2011.06,경기,1.33,,119.287,18614,73.525,336034,,2042.8,12260.000,3441.0,,,,
2011.06,경남,1.47,,108.847,5948,69.067,103768,,2029.1,3466.917,,,,,
2011.06,경북,1.46,,100.362,3719,68.125,81298,,1990.2,2204.500,,,,,
2011.06,경상,,,,,,,,,,-101.0,,,,
2011.06,경상,,,,,,,,,,-101.0,,,,
2011.06,광주,1.26,,118.226,2180,71.908,41616,,2037.9,1219.167,-254.0,,,,
2011.06,대구,1.18,,119.024,3661,74.817,67480,,2121.4,1568.917,-901.0,,,,
2011.06,대전,1.28,,114.375,2168,73.283,41161,,2048.5,1624.000,275.0,,,,
2011.06,부산,1.10,,113.029,4956,69.283,114756,,2076.7,1777.500,-23.0,,,,
2011.06,서울,1.03,,114.813,13565,75.542,273874,,2004.0,6285.417,-10341.0,,,,
2011.06,세종,0.00,,,,,,,,,0.0,,,,
2011.06,울산,1.43,,116.367,2573,71.717,35709,,1945.5,849.250,665.0,,,,
2011.06,인천,1.26,,115.412,3042,68.583,80538,,2078.6,2074.250,2845.0,,,,
2011.06,전남,1.60,,94.566,2872,62.450,63181,,2049.5,1172.250,,,,,
2011.06,전북,1.42,,98.504,3976,61.358,58654,,2024.0,1596.667,1334.0,,,,
2011.06,제주,1.53,,114.577,967,67.667,15226,,2127.1,565.333,75.0,,,,
2011.06,충남,1.53,,104.199,2858,64.408,63352,,2006.8,1912.833,,,,,
2011.06,충북,1.45,,105.508,2418,64.483,48650,,2019.5,1152.167,,,,,
2011.06,충청,,,,,,,,,,440.0,,,,
2011.06,충청,,,,,,,,,,1368.0,,,,
2011.07,강원,1.36,,98.670,2404,62.800,44734,,2052.0,1195.500,525.0,,,,
2011.07,경기,1.33,,119.110,18602,73.150,335622,,2034.0,12347.000,6328.0,,,,
2011.07,경남,1.47,,108.730,5943,69.000,104583,,2022.6,3480.500,,,,,
2011.07,경북,1.46,,100.295,3716,68.050,82192,,1982.4,2213.000,,,,,
2011.07,경상,,,,,,,,,,-43.0,,,,
2011.07,경상,,,,,,,,,,-43.0,,,,
2011.07,광주,1.26,,117.955,2160,71.750,41834,,2027.4,1222.000,864.0,,,,
2011.07,대구,1.18,,118.785,3644,74.900,67822,,2115.6,1570.500,-843.0,,,,
2011.07,대전,1.29,,114.120,2168,73.300,41217,,2043.0,1629.000,-106.0,,,,
2011.07,부산,1.11,,112.825,4942,69.200,115766,,2068.2,1785.000,-2912.0,,,,
2011.07,서울,1.04,,114.770,13582,75.250,273457,,1995.6,6321.500,-8720.0,,,,
2011.07,세종,0.00,,,,,,,,,0.0,,,,
2011.07,울산,1.44,,116.130,2568,71.600,35478,,1937.4,855.500,6.0,,,,
2011.07,인천,1.27,,115.175,3084,68.300,80758,,2068.8,2089.500,2341.0,,,,
2011.07,전남,1.60,,94.495,2868,62.400,64184,,2040.6,1174.500,,,,,
2011.07,전북,1.42,,98.395,3980,61.450,59388,,2013.6,1600.000,358.0,,,,
2011.07,제주,1.54,,114.410,968,67.500,15408,,2118.6,568.000,297.0,,,,
2011.07,충남,1.53,,104.115,2841,63.950,63840,,1999.2,1924.000,,,,,
2011.07,충북,1.46,,105.385,2414,64.400,49012,,2014.2,1156.000,,,,,
2011.07,충청,,,,,,,,,,674.0,,,,
2011.07,충청,,,,,,,,,,1457.0,,,,
2011.08,강원,1.36,,98.573,2393,63.083,45130,,2045.2,1203.583,168.0,,,,
2011.08,경기,1.34,,118.933,18590,72.775,335211,,2025.2,12434.000,6790.0,,,,
2011.08,경남,1.48,,108.613,5938,68.933,105398,,2016.1,3494.083,,,,,
2011.08,경북,1.47,,100.228,3712,67.975,83085,,1974.6,2221.500,,,,,
2011.08,경상,,,,,,,,,,882.0,,,,
2011.08,경상,,,,,,,,,,882.0,,,,
2011.08,광주,1.27,,117.684,2139,71.592,42052,,2016.9,1224.833,814.0,,,,
2011.08,대구,1.19,,118.546,3627,74.983,68164,,2109.8,1572.083,-576.0,,,,
2011.08,대전,1.29,,113.865,2167,73.317,41273,,2037.5,1634.000,206.0,,,,
2011.08,부산,1.11,,112.621,4929,69.117,116776,,2059.7,1792.500,-3205.0,,,,
2011.08,서울,1.04,,114.727,13600,74.958,273040,,1987.2,6357.583,-9835.0,,,,
2011.08,세종,0.00,,,,,,,,,0.0,,,,
2011.08,울산,1.44,,115.893,2562,71.483,35248,,1929.3,861.750,-34.0,,,,
2011.08,인천,1.27,,114.938,3127,68.017,80979,,2059.0,2104.750,2888.0,,,,
2011.08,전남,1.61,,94.424,2864,62.350,65188,,2031.7,1176.750,,,,,
2011.08,전북,1.43,,98.286,3985,61.542,60121,,2003.2,1603.333,576.0,,,,
2011.08,제주,1.55,,114.243,970,67.333,15590,,2110.1,570.667,327.0,,,,
2011.08,충남,1.54,,104.031,2824,63.492,64327,,1991.6,1935.167,,,,,
2011.08,충북,1.46,,105.263,2410,64.317,49373,,2008.9,1159.833,,,,,
2011.08,충청,,,,,,,,,,771.0,,,,
2011.08,충청,,,,,,,,,,1256.0,,,,
2011.09,강원,1.36,,98.477,2381,63.367,45527,,2038.4,1211.667,315.0,,,,
2011.09,경기,1.34,,118.757,18578,72.400,334799,,2016.4,12521.000,4393.0,,,,
2011.09,경남,1.48,,108.497,5934,68.867,106213,,2009.6,3507.667,,,,,
2011.09,경북,1.47,,100.160,3709,67.900,83978,,1966.8,2230.000,,,,,
2011.09,경상,,,,,,,,,,1399.0,,,,
2011.09,경상,,,,,,,,,,1399.0,,,,
2011.09,광주,1.27,,117.413,2119,71.433,42269,,2006.4,1227.667,-84.0,,,,
2011.09,대구,1.19,,118.307,3610,75.067,68506,,2104.0,1573.667,-1253.0,,,,
2011.09,대전,1.30,,113.610,2167,73.333,41329,,2032.0,1639.000,330.0,,,,
2011.09,부산,1.12,,112.417,4915,69.033,117787,,2051.2,1800.000,-2604.0,,,,
2011.09,서울,1.04,,114.683,13618,74.667,272624,,1978.8,6393.667,-9951.0,,,,
2011.09,세종,0.00,,,,,,,,,0.0,,,,
2011.09,울산,1.45,,115.657,2557,71.367,35017,,1921.2,868.000,326.0,,,,
2011.09,인천,1.28,,114.700,3169,67.733,81199,,2049.2,2120.000,2313.0,,,,
2011.09,전남,1.62,,94.353,2860,62.300,66191,,2022.8,1179.000,,,,,
2011.09,전북,1.43,,98.177,3989,61.633,60854,,1992.8,1606.667,1293.0,,,,
2011.09,제주,1.56,,114.077,972,67.167,15772,,2101.6,573.333,230.0,,,,
2011.09,충남,1.55,,103.947,2807,63.033,64814,,1984.0,1946.333,,,,,
2011.09,충북,1.47,,105.140,2407,64.233,49734,,2003.6,1163.667,,,,,
2011.09,충청,,,,,,,,,,635.0,,,,
2011.09,충청,,,,,,,,,,1417.0,,,,
2011.10,강원,1.37,,98.380,2370,63.650,45923,,2031.6,1219.750,769.0,,,,
2011.10,경기,1.34,,118.580,18566,72.025,334387,,2007.6,12608.000,3350.0,,,,
2011.10,경남,1.49,,108.380,5930,68.800,107028,,2003.1,3521.250,,,,,
2011.10,경북,1.48,,100.093,3706,67.825,84871,,1959.0,2238.500,,,,,
2011.10,경상,,,,,,,,,,999.0,,,,
2011.10,경상,,,,,,,,,,999.0,,,,
2011.10,광주,1.28,,117.142,2099,71.275,42486,,1995.9,1230.500,38.0,,,,
2011.10,대구,1.20,,118.067,3593,75.150,68848,,2098.2,1575.250,-1117.0,,,,
2011.10,대전,1.30,,113.355,2167,73.350,41386,,2026.5,1644.000,624.0,,,,
2011.10,부산,1.12,,112.212,4901,68.950,118798,,2042.7,1807.500,-2536.0,,,,
2011.10,서울,1.05,,114.640,13635,74.375,272208,,1970.4,6429.750,-9841.0,,,,
2011.10,세종,0.00,,,,,,,,,0.0,,,,
2011.10,울산,1.46,,115.420,2551,71.250,34787,,1913.1,874.250,663.0,,,,
2011.10,인천,1.28,,114.463,3211,67.450,81419,,2039.4,2135.250,3170.0,,,,
2011.10,전남,1.62,,94.282,2856,62.250,67194,,2013.9,1181.250,,,,,
2011.10,전북,1.43,,98.067,3993,61.725,61588,,1982.4,1610.000,-170.0,,,,
2011.10,제주,1.57,,113.910,974,67.000,15954,,2093.1,576.000,252.0,,,,
2011.10,충남,1.55,,103.862,2790,62.575,65301,,1976.4,1957.500,,,,,
2011.10,충북,1.47,,105.018,2404,64.150,50096,,1998.3,1167.500,,,,,
2011.10,충청,,,,,,,,,,873.0,,,,
2011.10,충청,,,,,,,,,,1612.0,,,,
2011.11,강원,1.37,,98.283,2358,63.933,46319,,2024.8,1227.833,1048.0,,,,
2011.11,경기,1.35,,118.403,18554,71.650,333976,,1998.8,12695.000,6007.0,,,,
2011.11,경남,1.49,,108.263,5925,68.733,107844,,1996.6,3534.833,,,,,
2011.11,경북,1.48,,100.025,3702,67.750,85764,,1951.2,2247.000,,,,,
2011.11,경상,,,,,,,,,,526.0,,,,
2011.11,경상,,,,,,,,,,526.0,,,,
2011.11,광주,1.28,,116.872,2078,71.117,42704,,1985.4,1233.333,-157.0,,,,
2011.11,대구,1.21,,117.828,3576,75.233,69191,,2092.4,1576.833,-1112.0,,,,
2011.11,대전,1.31,,113.100,2167,73.367,41442,,2021.0,1649.000,449.0,,,,
2011.11,부산,1.13,,112.008,4887,68.867,119808,,2034.2,1815.000,-1468.0,,,,
2011.11,서울,1.05,,114.597,13653,74.083,271791,,1962.0,6465.833,-12884.0,,,,
2011.11,세종,0.00,,,,,,,,,0.0,,,,
2011.11,울산,1.47,,115.183,2546,71.133,34556,,1905.0,880.500,168.0,,,,
2011.11,인천,1.29,,114.225,3254,67.167,81640,,2029.6,2150.500,3107.0,,,,
2011.11,전남,1.63,,94.212,2853,62.200,68197,,2005.0,1183.500,,,,,
2011.11,전북,1.43,,97.958,3997,61.817,62321,,1972.0,1613.333,-108.0,,,,
2011.11,제주,1.58,,113.743,976,66.833,16137,,2084.6,578.667,173.0,,,,
2011.11,충남,1.56,,103.778,2772,62.117,65788,,1968.8,1968.667,,,,,
2011.11,충북,1.48,,104.895,2400,64.067,50457,,1993.0,1171.333,,,,,
2011.11,충청,,,,,,,,,,1070.0,,,,
2011.11,충청,,,,,,,,,,1508.0,,,,
2011.12,강원,1.37,,98.187,2347,64.217,46716,,2018.0,1235.917,635.0,,,,
2011.12,경기,1.35,,118.227,18542,71.275,333564,,1990.0,12782.000,11183.0,,,,
2011.12,경남,1.50,,108.147,5920,68.667,108659,,1990.1,3548.417,,,,,
2011.12,경북,1.48,,99.957,3699,67.675,86658,,1943.4,2255.500,,,,,
2011.12,경상,,,,,,,,,,534.0,,,,
2011.12,경상,,,,,,,,,,534.0,,,,
2011.12,광주,1.29,,116.601,2058,70.958,42922,,1974.9,1236.167,-1537.0,,,,
2011.12,대구,1.21,,117.589,3559,75.317,69533,,2086.6,1578.417,-2246.0,,,,
2011.12,대전,1.31,,112.845,2167,73.383,41498,,2015.5,1654.000,-7.0,,,,
2011.12,부산,1.13,,111.804,4873,68.783,120818,,2025.7,1822.500,-3520.0,,,,
2011.12,서울,1.06,,114.553,13670,73.792,271374,,1953.6,6501.917,-12328.0,,,,
2011.12,세종,0.00,,,,,,,,,0.0,,,,
2011.12,울산,1.47,,114.947,2540,71.017,34326,,1896.9,886.750,13.0,,,,
2011.12,인천,1.30,,113.987,3296,66.883,81860,,2019.8,2165.750,1440.0,,,,
2011.12,전남,1.64,,94.141,2849,62.150,69200,,1996.1,1185.750,,,,,
2011.12,전북,1.44,,97.849,4001,61.908,63055,,1961.6,1616.667,-389.0,,,,
2011.12,제주,1.59,,113.577,978,66.667,16319,,2076.1,581.333,-12.0,,,,
2011.12,충남,1.56,,103.694,2755,61.658,66275,,1961.2,1979.833,,,,,
2011.12,충북,1.48,,104.773,2396,63.983,50819,,1987.7,1175.167,,,,,
2011.12,충청,,,,,,,,,,200.0,,,,
2011.12,충청,,,,,,,,,,2392.0,,,,
2012.01,강원,1.37,50.8,98.090,2335,64.500,47112,72.1,2011.2,1244.000,-1228.0,,,,
2012.01,경기,1.35,58.2,118.050,18530,70.900,333152,83.1,1981.2,12869.000,5317.0,,,,
2012.01,경남,1.50,58.9,108.030,5916,68.600,109474,,1983.6,3562.000,,,,,
2012.01,경북,1.49,58.0,99.890,3696,67.600,87551,,1935.6,2264.000,,,,,
2012.01,경상,,,,,,,71.1,,,-191.0,,,,
2012.01,경상,,,,,,,71.1,,,-191.0,,,,
2012.01,광역시,,,,,,,,,,,,아파트,규모2,74.685
2012.01,광역시,,,,,,,,,,,,아파트,규모3,74.134
2012.01,광역시,,,,,,,,,,,,아파트,규모4,73.873
2012.01,광역시,,,,,,,,,,,,아파트,규모5,78.956
2012.01,광역시,,,,,,,,,,,,아파트,규모6,84.771
2012.01,광역시,,,,,,,,,,,,연립다세대,규모2,97.289
2012.01,광역시,,,,,,,,,,,,연립다세대,규모3,97.284
2012.01,광역시,,,,,,,,,,,,연립다세대,규모4,98.545
2012.01,광주,1.29,55.5,116.330,2038,70.800,43139,81.4,1964.4,1239.000,1199.0,,,,
2012.01,대구,1.22,57.9,117.350,3542,75.400,69875,76.5,2080.8,1580.000,577.0,,,,
2012.01,대도시외,,,,,,,,,,,,아파트,규모2,96.046
2012.01,대도시외,,,,,,,,,,,,아파트,규모3,92.359
2012.01,대도시외,,,,,,,,,,,,아파트,규모4,87.014
2012.01,대도시외,,,,,,,,,,,,아파트,규모5,91.989
2012.01,대도시외,,,,,,,,,,,,아파트,규모6,96.221
2012.01,대도시외,,,,,,,,,,,,연립다세대,규모2,100.478
2012.01,대도시외,,,,,,,,,,,,연립다세대,규모3,100.817
2012.01,대도시외,,,,,,,,,,,,연립다세대,규모4,101.432
2012.01,대전,1.31,55.8,112.590,2167,73.400,41554,81.4,2010.0,1659.000,1140.0,,,,
2012.01,부산,1.14,55.2,111.600,4859,68.700,121829,76.3,2017.2,1830.000,-1914.0,,,,
2012.01,서울,1.06,59.1,114.510,13688,73.500,270958,81.5,1945.2,6538.000,-3381.0,,아파트,규모2,71.827
2012.01,서울,1.06,59.1,114.510,13688,73.500,270958,81.5,1945.2,6538.000,-3381.0,,아파트,규모3,78.575
